,heart_rate,blood_pressure_systolic,blood_pressure_diastolic,temperature,oxygen_saturation,respiratory_rate
2025-09-19 12:53:35.222849,77.19818866258773,,72.08910328934559,40.956084028829615,100.0,18.821246603291613
2025-09-19 13:03:35.222849,,146.27907993460363,92.0881035208806,41.00630150271527,,18.68668288024757
2025-09-19 13:13:35.222849,76.9634553740184,114.10209623542053,89.77919943481723,,100.0,20.87041718489136
2025-09-19 13:23:35.222849,89.3210403116232,101.57395345889212,75.37997685828526,41.083578821556316,100.0,23.185817948859178
2025-09-19 13:33:35.222849,103.6654728590975,160.18734293762856,,,100.0,20.927631911980207
2025-09-19 13:43:35.222849,,127.17866052897678,86.39815026229904,40.90740911921846,,27.756409691564745
2025-09-19 13:53:35.222849,84.7191640816237,133.1677029646433,70.44886484901083,35.014393215017144,100.0,17.831661540566305
2025-09-19 14:03:35.222849,91.7277098597539,101.01871613198824,74.50413769472087,41.42068040067167,100.0,18.032841617168696
2025-09-19 14:13:35.222849,76.93932179088883,149.3796150036414,76.30368801132896,41.501157365345755,100.0,22.403636488975454
2025-09-19 14:23:35.222849,109.10187250680335,141.52541350412642,88.66020328446818,41.55341670943783,100.0,29.8
2025-09-19 14:33:35.222849,110.18024517868429,142.25345411984128,91.73356436922141,41.638306487585574,,19.910538730571773
2025-09-19 14:43:35.222849,94.07860449057556,126.86553215436074,75.0619370282146,41.457299960844395,100.0,19.125925800305666
2025-09-19 14:53:35.222849,105.20389989848415,,98.48798556242187,41.71081413043962,100.0,21.13673351512463
2025-09-19 15:03:35.222849,86.97155935362579,119.79201596879659,98.50466446782882,41.38263495188587,100.0,21.679820734147693
2025-09-19 15:13:35.222849,96.31975498403924,148.9422597031731,77.78745139891699,40.89276890247683,100.0,21.550538486149197
2025-09-19 15:23:35.222849,91.91458883863602,138.2047777214596,,,100.0,19.31974543996131
2025-09-19 15:33:35.222849,79.56527585172675,133.11132241070425,75.26301227530908,40.86954811593314,100.0,22.19310449142915
2025-09-19 15:43:35.222849,,145.15942515997267,79.47073703785453,41.565597949828835,100.0,22.043586935586685
2025-09-19 15:53:35.222849,79.29263598338683,110.131172589304,74.17149338745038,41.64526218353822,100.0,19.373910058703018
2025-09-19 16:03:35.222849,96.53654491055119,142.1741068597877,79.00273920114415,41.3866436260526,100.0,25.64993679142154
2025-09-19 16:13:35.222849,100.2613799012682,127.14526282704993,68.30156953920005,41.13253471799112,100.0,19.06216528928685
2025-09-19 16:23:35.222849,84.35139893728572,132.29339335245024,83.95512417075022,41.380879035562025,100.0,19.452531325335972
2025-09-19 16:33:35.222849,88.74339552826882,140.0253078820082,80.88025376629746,42.0,100.0,
2025-09-19 16:43:35.222849,96.5853122205455,104.14579489839373,91.84467883879032,40.401071007666566,100.0,18.440932131364377
2025-09-19 16:53:35.222849,97.82845872234735,120.55360234569223,102.08759714169841,40.41538629906315,100.0,20.532097483525614
2025-09-19 17:03:35.222849,,90.40222417684063,78.95537821664793,40.88883242284199,100.0,22.723456457049423
2025-09-19 17:13:35.222849,94.05263577513641,132.4617778161434,80.13787311300044,40.8327748937282,100.0,29.8
2025-09-19 17:23:35.222849,90.48296345202449,148.69296028438995,96.71953068535989,41.11021945059193,100.0,16.81045756952264
2025-09-19 17:33:35.222849,,147.95549771937812,89.2281077813084,40.62332519147783,98.77753961712378,17.448992056100202
2025-09-19 17:43:35.222849,91.8985942112324,126.08016910628072,94.67002778933411,40.82171064579079,100.0,22.405777096640847
2025-09-19 17:53:35.222849,76.00351252363053,120.35719937542419,87.68054216401264,40.392795499022675,100.0,21.78853127384602
2025-09-19 18:03:35.222849,73.64570849106086,127.20420029417863,91.7016297122474,39.70321634234677,,19.88052620481198
2025-09-19 18:13:35.222849,86.92679728882335,161.05414830204515,93.99669283169358,39.93066894704143,100.0,20.32838154879059
2025-09-19 18:23:35.222849,85.28734926567337,105.87506604967699,75.32442338753494,39.671695721418274,99.99544706452528,18.880724412911952
2025-09-19 18:33:35.222849,99.50400183120641,,92.94233157791408,39.62988358202097,100.0,17.067498472212936
2025-09-19 18:43:35.222849,90.32309463250996,,94.19253275876352,39.216600132853436,99.15391159899367,
2025-09-19 18:53:35.222849,85.8154366756611,135.05842153945287,67.87006244006076,39.9875897879106,100.0,10.63273877663605
2025-09-19 19:03:35.222849,85.29538937838973,130.02337572163168,72.08498657968158,39.53040165647808,99.93339710152516,18.122854809324124
2025-09-19 19:13:35.222849,86.23693943011152,126.92638242167222,79.02072563761642,39.10438854603516,85.0,23.695769129475444
2025-09-19 19:23:35.222849,98.77497023155584,137.05405502889016,79.94153808834962,38.75975382779272,99.8830642212174,19.89034239832705
2025-09-19 19:33:35.222849,81.15682565624371,106.4461217163259,92.73024498217336,38.26158065160167,100.0,21.08651748056321
2025-09-19 19:43:35.222849,93.71558482779182,111.87445117688767,82.00998808989377,38.26720584664671,,15.995168492265393
2025-09-19 19:53:35.222849,79.629620723378,115.04251761958456,78.31773670916026,38.64993689818118,99.90574731163103,14.646723817238158
2025-09-19 20:03:35.222849,88.5782585308338,128.98660035037045,101.17875022749232,37.82823607099017,99.74597752379555,21.33361759761645
2025-09-19 20:13:35.222849,92.44439752982278,146.64895087498667,96.14041733226608,37.303427700008214,98.33688096100425,
2025-09-19 20:23:35.222849,93.59801176573494,97.48936004227525,76.95098433470645,37.78949323741444,97.79245163559133,15.160737214042783
2025-09-19 20:33:35.222849,52.18826996264922,107.71817035831653,80.02462188523705,36.946324672143625,99.54038772621651,18.109427671021226
2025-09-19 20:43:35.222849,85.97091804477303,123.29656615168122,80.05282751155136,36.63320486750423,99.6144243894759,15.214586704743468
2025-09-19 20:53:35.222849,80.75830913998756,106.09473457625151,107.21550383059508,37.057065263657606,96.17717622891696,18.397543449151353
2025-09-19 21:03:35.222849,81.0127640245358,136.12008242693244,81.54375603024664,36.490384024799845,96.06033462904747,14.424767370097888
2025-09-19 21:13:35.222849,90.13801049324732,127.29516368607139,,42.0,96.50192937549947,15.925973769948039
2025-09-19 21:23:35.222849,62.8917239423415,,79.64449119145712,36.41105352408862,97.16036915413292,
2025-09-19 21:33:35.222849,76.27773715564035,126.31029528888963,92.02950635958398,35.69524508781923,97.03831996396586,21.759387989857487
2025-09-19 21:43:35.222849,93.7745800476743,124.57255157399021,71.62181616773302,35.50826120014979,100.0,19.53412785252675
2025-09-19 21:53:35.222849,83.66620273953394,133.7417411515284,81.85589188850709,35.51967657550086,96.66861597534337,16.966794959560048
2025-09-19 22:03:35.222849,70.32080355828344,130.23941985346036,84.56587908255479,35.36219986583185,,19.147033060079885
2025-09-19 22:13:35.222849,83.40747797029346,,92.01461627457238,35.0,95.86630356690854,16.476388842451193
2025-09-19 22:23:35.222849,73.86422976474933,133.28182444367044,79.74784319411062,35.0,94.11510523842813,18.22051191150546
2025-09-19 22:33:35.222849,83.02722165874745,140.19912169144578,74.72793199701665,35.0,94.22279351983192,
2025-09-19 22:43:35.222849,86.94624921587804,121.91040593117599,98.17087140171341,,95.59223251511186,14.28329898035877
2025-09-19 22:53:35.222849,90.08455470403968,92.81115332864455,84.4378675274062,35.0,97.63144509282148,13.958518710088232
2025-09-19 23:03:35.222849,74.0604565715446,109.67886152572764,88.2090360035758,35.0,94.20770576573861,17.294992667703532
2025-09-19 23:13:35.222849,96.6004444882568,105.79062409353462,82.61617686998275,35.0,,15.917903902027472
2025-09-19 23:23:35.222849,82.73636211968764,113.61545904431313,88.68967148938589,35.0,93.60957415679101,17.03911968935753
2025-09-19 23:33:35.222849,91.25026310892333,105.44090660527316,73.75847045422287,35.0,93.94902137745797,14.298580790736926
2025-09-19 23:43:35.222849,70.91226888090226,140.99447240513948,68.19285765180798,35.0,95.44632178281921,15.499228936770443
2025-09-19 23:53:35.222849,92.03547134211541,,75.67307536557246,35.0,93.00308821431904,14.002284305661373
2025-09-20 00:03:35.222849,86.28068520784912,123.0924291648048,85.43196915149481,35.0,93.00905390745272,19.202246947872766
2025-09-20 00:13:35.222849,,119.33737374147121,93.98864757432911,35.0,87.51254941396368,13.729289687880366
2025-09-20 00:23:35.222849,73.13365178394521,122.1530558243274,80.59817305253142,35.0,94.05612764843036,15.381272035073009
2025-09-20 00:33:35.222849,78.07743827422385,122.84037570584888,75.61612201596525,35.0,100.0,23.275307634213956
2025-09-20 00:43:35.222849,73.02019209589912,133.54939264597454,79.41993562425061,35.0,92.42796681876725,13.222877127905347
2025-09-20 00:53:35.222849,91.66555425296843,111.44713682336703,75.08178668251594,35.0,92.87877955565833,8.512122044434168
2025-09-20 01:03:35.222849,77.4277457724757,123.12665877208623,82.4970274697773,35.0,92.85923051761635,8.741155238173015
2025-09-20 01:13:35.222849,53.26088192698914,112.47516410458213,78.81220744665067,35.0,93.60346157266689,15.452572032872961
2025-09-20 01:23:35.222849,70.27220706392177,107.2329098365614,70.53301702820929,35.0,92.43427958303091,12.936845106998048
2025-09-20 01:33:35.222849,64.94443356204549,123.45475683184061,82.62819000338983,35.0,93.86763995589662,11.853691612487784
2025-09-20 01:43:35.222849,,110.55301649025029,82.62194477801198,35.0,93.19273543429978,15.570884075723319
2025-09-20 01:53:35.222849,87.81803884431338,120.7750253382413,77.522786808413,35.0,,13.226696473467658
2025-09-20 02:03:35.222849,81.13036726547197,113.61981402990966,86.51377974928756,35.0,91.8808214100028,13.502587353599797
2025-09-20 02:13:35.222849,96.9241600701347,158.6237797949809,99.53747855970232,,,23.84588837904532
2025-09-20 02:23:35.222849,61.38077811817662,94.52114720500944,,35.0,92.89941855088328,30.51005814491167
2025-09-20 02:33:35.222849,71.83222922726588,106.04149627281316,78.34669385953686,35.0,93.21031466249066,13.816476807137732
2025-09-20 02:43:35.222849,83.68328084895572,116.40166152690435,78.5562012923163,35.0,93.06812633771183,14.352801182026546
2025-09-20 02:53:35.222849,73.65770664361628,145.44012419135862,81.97263548205603,35.0,100.0,11.997019175621455
2025-09-20 03:03:35.222849,,124.10275986101229,71.57982549040659,35.0,93.50002269467198,13.6759082306339
2025-09-20 03:13:35.222849,70.01121099638861,140.70249592216572,,35.0,92.8423088471878,16.280894109511088
2025-09-20 03:23:35.222849,75.45896489330846,127.58675814238227,96.58867204123543,35.0,90.7287795811939,9.931016764940708
2025-09-20 03:33:35.222849,86.06098293664198,142.2228895229142,62.812196587328394,35.0,91.43373108413843,11.495499171072073
2025-09-20 03:43:35.222849,92.6047852088915,120.97921966443145,76.80084113500396,35.0,93.157499082005,12.966145188561828
2025-09-20 03:53:35.222849,64.16242123824173,147.9840483440394,63.852956943490085,35.0,93.04738185337749,11.473155701205613
2025-09-20 04:03:35.222849,85.18480928221388,109.63106150855437,87.3291401300303,35.0,93.35693286599921,9.663290363685014
2025-09-20 04:13:35.222849,94.53095474258983,121.3639733997361,91.32164778014126,35.0,91.14634287622593,15.047508202305504
2025-09-20 04:23:35.222849,78.99278244103841,126.99436008894186,,35.0,,12.377021963617176
2025-09-20 04:33:35.222849,86.07598425245199,162.88929634791089,,35.0,91.98742889114426,13.734895083051551
2025-09-20 04:43:35.222849,78.11005928447528,122.91471721956889,86.65194071645999,35.0,92.02291104526873,
2025-09-20 04:53:35.222849,60.96463529600175,113.47909503711575,65.66993821130164,35.0,93.18543483111083,12.712731892652203
2025-09-20 05:03:35.222849,73.96703477253833,140.61119076349786,93.11035887714914,35.0,92.43884585558428,14.852938556395442
2025-09-20 05:13:35.222849,77.20601474421164,,98.64596250898056,35.0,,12.96668003544921
2025-09-20 05:23:35.222849,76.97114832121505,114.01641155466925,81.38242817825609,35.0,92.35369509031156,15.142706077521842
2025-09-20 05:33:35.222849,79.36057965013596,80.39499506311891,77.60091609824956,,93.33864716741786,13.803175285094095
2025-09-20 05:43:35.222849,86.80075150576938,78.41317221947122,86.8706163439803,35.0,92.96536656342855,15.941727803847108
2025-09-20 05:53:35.222849,70.67093849937264,132.46701484318754,,,,13.553263506715641
2025-09-20 06:03:35.222849,74.68320413307013,126.8708136019416,88.48934641077503,35.0,91.71855162504043,16.873082354278775
2025-09-20 06:13:35.222849,70.26997070234512,132.97405307518608,78.81267935777905,35.0,93.7768943691707,14.714806701064823
2025-09-20 06:23:35.222849,94.43001039944657,140.55573785478657,91.21676603515479,35.0,93.462386205651,8.4537613794349
2025-09-20 06:33:35.222849,85.80015336561806,118.13263959739243,94.3455834937252,35.0,92.32980843105393,15.215327781478905
2025-09-20 06:43:35.222849,84.53246019267593,141.07481982951305,78.0949921501901,35.0,94.52959222136225,13.327754460295337
2025-09-20 06:53:35.222849,73.4943434492149,116.06519308588352,63.56323718984209,35.0,94.40809214099401,21.70275347368106
2025-09-20 07:03:35.222849,80.17277313119175,134.6425136412791,72.72199231349381,35.0,94.63905594415434,15.91372063976533
2025-09-20 07:13:35.222849,85.3325872403676,120.03808198071692,93.75283959462892,35.0,93.15313335148373,8.484686664851626
2025-09-20 07:23:35.222849,78.45234355714597,115.22710239167468,76.81514939075439,35.0,96.00017041600786,16.103041251027726
2025-09-20 07:33:35.222849,70.1549409406697,94.66367892394359,84.49676299152942,35.0,95.58479202669105,15.188391998898988
2025-09-20 07:43:35.222849,94.50230971357082,145.11786529637055,79.25017870263615,35.0,96.14063623130843,
2025-09-20 07:53:35.222849,110.98815405729769,154.1315043896289,83.45932522999036,35.45688705088282,93.77448242164617,16.493475518408058
2025-09-20 08:03:35.222849,79.88328293792085,131.31433693262863,69.35952816797648,35.643201386522676,93.81091034253986,16.548058806593517
2025-09-20 08:13:35.222849,91.39648158117615,150.50699059822514,103.51882600651973,35.58105224704962,,18.663353572463507
2025-09-20 08:23:35.222849,84.95294884032116,128.4084186471561,87.96822231037991,36.27454350350213,95.52476502650421,18.941115342985686
2025-09-20 08:33:35.222849,82.96464193480858,117.69916196445024,81.83466896317252,42.0,95.96347956613864,19.237978757673353
2025-09-20 08:43:35.222849,85.41849196448864,158.7184788882797,82.66568913264764,36.0813597533218,95.21767776631492,17.24941240303522
2025-09-20 08:53:35.222849,99.06777568116364,129.2396308016856,72.15161895125276,36.108675040016834,97.36285439175425,19.208287345785735
2025-09-20 09:03:35.222849,93.93745027596607,157.4108339379464,,36.49514820329533,97.75237844577335,21.274479191487682
2025-09-20 09:13:35.222849,84.05075909476395,143.5866742832212,96.94737761039671,35.0,95.17534036587989,
2025-09-20 09:23:35.222849,77.1544867280615,130.90168470733468,78.8303010962778,37.04195356663917,99.4195856883194,17.36001346741304
2025-09-20 09:33:35.222849,,141.3414624234118,84.87138120466697,37.1776184676935,,21.43710246998287
2025-09-20 09:43:35.222849,79.74306565102036,124.46593929512812,80.22317116668792,,95.94909312569179,21.022646623777316
2025-09-20 09:53:35.222849,102.92514405087229,130.81918225477676,98.74976457668474,38.10072665964878,96.76081200047652,20.97616024759571
2025-09-20 10:03:35.222849,95.86527530817106,131.60376111994955,81.34402966391899,38.10760066784187,99.00123203642923,19.382214339469606
2025-09-20 10:13:35.222849,109.00862471965478,128.0260470410618,69.5473020077909,38.1795215247643,98.47728236480768,29.95227176351923
2025-09-20 10:23:35.222849,96.20481602605354,143.20304564760778,97.72526550024023,38.87033144650598,97.40699427067072,23.630740210988574
2025-09-20 10:33:35.222849,105.36858778003368,131.96103538232524,93.63231782645414,38.984781239051145,98.66230005669223,17.345503767051245
2025-09-20 10:43:35.222849,86.03331697327307,,79.07898106417666,38.57671796272451,97.54855991845412,20.87180994624985
2025-09-20 10:53:35.222849,104.00194812919699,150.56321565230192,106.84090343209719,39.057964508515425,98.26641512194178,23.432300399345795
2025-09-20 11:03:35.222849,,144.2302547111955,92.15434932107343,39.214328786246625,100.0,23.183935427294408
2025-09-20 11:13:35.222849,99.48613960602482,145.2931530789942,95.09770245454942,39.06989182179412,100.0,19.13668465536191
2025-09-20 11:23:35.222849,107.71035962952385,122.99965480092908,75.56106334050172,39.346670142191556,99.2483110017025,21.299611698029594
2025-09-20 11:33:35.222849,101.39054935115749,148.86520761531366,80.87710591892929,39.39286168170385,97.58265548390413,30.041734451609585
2025-09-20 11:43:35.222849,93.18902362788074,,94.00276908830588,39.8261089458349,100.0,21.653502272925504
2025-09-20 11:53:35.222849,98.93443801677266,125.28520434112507,76.84104651795924,40.34006751290874,100.0,19.339174570136766
2025-09-20 12:03:35.222849,114.7371421865406,138.51638056548455,89.16230512282654,40.539661751439624,99.19972843779078,26.5049678609078
2025-09-20 12:13:35.222849,99.4775534018654,114.93971472918628,84.43509232352174,40.210087722494336,100.0,7.8
2025-09-20 12:23:35.222849,101.85793027443809,144.56594726567025,84.8498864319463,40.560831834282915,89.38583594580629,
2025-09-20 12:33:35.222849,118.59808187090093,151.3807905536124,94.64676187868821,40.92053618097981,100.0,
2025-09-20 12:43:35.222849,143.7766361956444,121.8999453347094,96.44303926397879,40.39106974258492,100.0,22.47683437794579
2025-09-20 12:53:35.222849,98.89342548930198,149.89808717219978,93.12477731999321,40.64331814284874,,
2025-09-20 13:03:35.222849,111.70433073803268,183.94238694281322,,40.3928294649734,100.0,22.62727798553155
2025-09-20 13:13:35.222849,111.01190184247491,172.4372266319612,101.31568517704274,41.529836900679236,100.0,22.72766528698543
2025-09-20 13:23:35.222849,104.62215839318937,117.82999527548839,107.03534001879197,42.0,100.0,23.120001850182287
2025-09-20 13:33:35.222849,118.23721979821107,145.06518996663965,,41.17099769391153,100.0,20.29117371449277
2025-09-20 13:43:35.222849,99.83357108395391,,75.39498986826426,40.94754767041424,100.0,22.1434791015771
2025-09-20 13:53:35.222849,103.24808590580909,146.50749811698336,102.99247594021402,41.076461757402136,100.0,24.636234491045357
2025-09-20 14:03:35.222849,120.08087188231012,135.64940825303825,101.45430975409177,41.56874672060296,100.0,
2025-09-20 14:13:35.222849,101.74030508108339,140.3933166467699,82.3127470066967,41.396522406133336,99.9783360241938,24.815016958021374
2025-09-20 14:23:35.222849,100.22556291810731,143.492735928995,88.170682895947,,100.0,25.534968849277472
2025-09-20 14:33:35.222849,,180.88853777690358,,35.0,99.57318013872465,24.83362751027408
2025-09-20 14:43:35.222849,124.08011139083521,160.61150021017852,91.46218760357398,41.44565526999692,100.0,25.543019288997503
2025-09-20 14:53:35.222849,92.27244488470973,137.93467206120496,101.6028751376216,41.99504803956839,100.0,26.49622815781751
2025-09-20 15:03:35.222849,100.4433816399941,,103.56955042339094,41.85533420748508,100.0,22.15323979182317
2025-09-20 15:13:35.222849,125.42538085849199,140.033542871015,106.9063361801104,41.543803186298604,100.0,26.72729273593848
2025-09-20 15:23:35.222849,98.57043282778973,169.93531605164065,98.00339922371552,41.531901614814615,99.70322761225496,16.445394584753984
2025-09-20 15:33:35.222849,96.21465064683875,125.57987608622355,81.41888956784011,41.67477403459193,100.0,23.49580024405576
2025-09-20 15:43:35.222849,105.04348634146096,133.77769725976165,89.49317269554886,41.09928192786196,100.0,
2025-09-20 15:53:35.222849,105.64906252776615,137.7052247009496,101.45602363426312,,100.0,23.53630545724901
2025-09-20 16:03:35.222849,109.77203105883744,127.13732616278267,100.19580192531885,41.7105795294555,100.0,26.085103442682506
2025-09-20 16:13:35.222849,97.43650473171748,146.6460266674718,71.20084984418995,41.529109872830915,100.0,23.512423938701726
2025-09-20 16:23:35.222849,101.80913044989894,123.91264236869569,107.9435071957722,41.378686017871495,100.0,24.18757261685788
2025-09-20 16:33:35.222849,,151.08254073484377,103.11495971408414,,100.0,23.466885771986412
2025-09-20 16:43:35.222849,120.66949289448452,147.4962438589039,93.42568572483674,38.228516379335076,100.0,23.174596371776435
2025-09-20 16:53:35.222849,129.00891881762934,,97.87035286166936,41.388276712697916,100.0,21.72835561044829
2025-09-20 17:03:35.222849,95.90982401967774,,85.63245549143656,40.949577295494365,100.0,24.405151515706706
2025-09-20 17:13:35.222849,94.42776955486087,119.78526750959162,78.31501354659633,,100.0,20.248512911446195
2025-09-20 17:23:35.222849,107.85431412805627,165.55244666087606,110.88287795067448,40.91540638633723,99.29267196842683,24.800067038737886
2025-09-20 17:33:35.222849,,117.24564706800763,89.97095903999583,40.920961045482386,99.84661231019429,23.370550340768265
2025-09-20 17:43:35.222849,,165.87934083674836,88.49176995152803,42.0,91.55181615526848,21.07693984213444
2025-09-20 17:53:35.222849,97.11150867992568,,96.54886874740869,40.305933102451434,100.0,23.59165817359976
2025-09-20 18:03:35.222849,109.1281592604021,,83.17913422740132,40.22662973642127,99.07687330144567,22.52711682061947
2025-09-20 18:13:35.222849,122.68937944189793,181.87107130194488,112.1421280930519,39.59465704210292,99.85447063868024,23.850426452192835
2025-09-20 18:23:35.222849,108.86030339342099,180.02329354753445,107.36672009102098,39.72446893864217,98.81341007124179,19.42314502827955
2025-09-20 18:33:35.222849,104.18463777465557,133.1525868772517,,40.22464888637124,100.0,26.18191973092669
2025-09-20 18:43:35.222849,,149.89386175377197,93.13566282958294,39.50922991956436,97.11770332736069,22.64155290430775
2025-09-20 18:53:35.222849,131.6865637417477,145.5712917397574,78.01927321345418,39.33024159819557,100.0,7.8
2025-09-20 19:03:35.222849,105.48500239916734,131.20080292145803,100.22817605057963,39.158678991757284,97.25440922215823,20.475267898636446
2025-09-20 19:13:35.222849,94.54763312272145,137.7351663294587,84.86146971214704,38.84897413465617,97.84744409227903,21.43957717300445
2025-09-20 19:23:35.222849,95.45973393932998,135.0994148980368,107.93507675637977,39.016026520584454,98.24176918112335,22.713026727626616
2025-09-20 19:33:35.222849,98.14886332979084,109.59585847798661,123.22121176678266,40.91605393344922,99.1995895408774,23.486011952193955
2025-09-20 19:43:35.222849,82.71142492270823,,89.1496090762194,39.09562805290576,98.23418124102999,21.58145901965114
2025-09-20 19:53:35.222849,100.58402807906626,122.53530941971955,90.7400939668067,38.341061730907015,98.57862426235533,20.979762890659448
2025-09-20 20:03:35.222849,121.36863888946176,148.86737025515114,92.45641498617634,42.0,95.7961566692087,20.290295078762238
2025-09-20 20:13:35.222849,97.15690124492153,126.52907156427068,100.06636831549254,37.610826754790914,,
2025-09-20 20:23:35.222849,93.21685188585862,136.7579810541735,98.11366624970701,37.97086359985758,93.77811729717506,17.2872377332636
2025-09-20 20:33:35.222849,109.77951197451021,128.46703988316187,,37.826053627288104,96.38316880167434,20.53309113648595
2025-09-20 20:43:35.222849,79.49795361684964,141.5293989786174,73.36043630784555,37.562308273562266,95.36228815359591,21.785391854143036
2025-09-20 20:53:35.222849,97.43242093045401,108.22055647255799,82.59271849001361,35.0,95.37541159965652,25.532032001465403
2025-09-20 21:03:35.222849,111.71157711145527,,104.59564169282363,36.88221522773359,94.45328572441825,20.87123218053035
2025-09-20 21:13:35.222849,112.73912377159373,161.0934239527878,78.33922525554313,,94.97333826932588,17.19925720061065
2025-09-20 21:23:35.222849,91.2073776316761,152.77154696547052,102.44265572798997,35.85622331451118,94.40114735241416,17.302064658572515
2025-09-20 21:33:35.222849,81.8307838316508,110.4548315561585,81.94559069722787,36.014433474232604,100.0,16.627125378248714
2025-09-20 21:43:35.222849,99.86507075351928,153.50854169809233,95.47246094971382,35.552041504707795,96.7490407471054,20.679816083226832
2025-09-20 21:53:35.222849,107.65404837253459,131.64644143960922,75.40066332328668,36.153971813651665,93.73293625815322,24.40147519978148
2025-09-20 22:03:35.222849,95.59380302428254,114.91802814626747,85.07884465259102,35.0,,19.325548689645
2025-09-20 22:13:35.222849,85.8283498718488,157.47044460509792,87.55090620071326,35.0,92.89265688709744,23.34179185037682
2025-09-20 22:23:35.222849,74.770137451984,120.13578706424433,80.12209126876054,35.0,95.61333454842878,18.381987115886904
2025-09-20 22:33:35.222849,82.98903299557203,99.78101602567034,91.74525927431714,35.0,94.99262203534026,17.61763660605105
2025-09-20 22:43:35.222849,120.61342200466073,143.62659937544916,85.52145271621701,42.0,94.27837733659076,16.227667323342516
2025-09-20 22:53:35.222849,86.5367661180039,120.12849856885467,83.42528048853612,35.0,92.10386474976063,17.868993347053177
2025-09-20 23:03:35.222849,104.97482267529716,119.71022920947013,,,92.61699759822338,
2025-09-20 23:13:35.222849,84.11076102558367,149.3906613798204,73.35429360832617,35.0,92.7486756267107,18.516202134737284
2025-09-20 23:23:35.222849,116.54999230595418,136.98470556727221,93.35903628319062,35.0,89.49571332894764,11.29247497159595
2025-09-20 23:33:35.222849,86.68410782925785,134.9431800109646,103.28274892760116,35.0,92.07782494282922,19.168627857765905
2025-09-20 23:43:35.222849,87.37034848250335,115.41502560009363,73.87913477467305,36.61043914073286,100.0,15.160753103979864
2025-09-20 23:53:35.222849,77.25198979654051,,67.13588391116767,35.0,93.81548076562434,19.57717989340375
2025-09-21 00:03:35.222849,109.70737264681154,148.34044725189685,101.17893345291209,35.0,,18.723554153713998
2025-09-21 00:13:35.222849,88.36367093373012,137.79536964104946,96.42793605006307,35.0,90.80811030342919,17.9581185291862
2025-09-21 00:23:35.222849,81.5357405170721,67.82420127421315,94.45433049910073,35.0,91.59963731729803,18.928569499320616
2025-09-21 00:33:35.222849,81.31664652929966,129.3112117264843,94.6842790372211,35.0,85.25758160873932,16.804212697044644
2025-09-21 00:43:35.222849,88.07761614858751,125.8238567904474,96.38692049947618,35.0,91.3122951255757,18.113691794591954
